,level_0,index,Season,Offensive Profile,Defensive Profile,Player,Pos,Team,G,GS,FG,FGA,3PA,3P%,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST/TOV,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Average distance (ft.) of FGA,%FGA 0-3,%FGA 3-10,%FGA 10-16,%FGA 16-3P,%FGA,%3PA,%FGA 3P,std_areas_FGA
0,0,0,2007,No significant offensive role,No significant defensive role,Shareef Abdur-Rahim,C,SAC,80.0,45.0,3.9,8.2,0.3,0.15,7.9,0.484,0.476,2.1,2.9,0.726,1.5,3.5,5.0,0.9,1.4,0.7,0.5,1.5,3.0,9.9,13.1,0.524,0.031,0.358,7.0,16.4,11.6,9.2,1.3,1.5,13.3,19.5,1.1,1.7,2.8,0.067,-2.0,-0.5,-2.5,-0.2,,,,,,,,1,0.0
1,1,5,2007,Versatile Scorer,No significant defensive role,Ray Allen*,SG,SEA,55.0,55.0,9.2,21.0,8.1,0.372,12.9,0.479,0.51,5.1,5.6,0.903,1.0,3.5,4.5,1.5,4.1,1.5,0.2,2.8,2.1,26.4,21.6,0.564,0.384,0.268,3.1,10.4,6.7,19.0,1.9,0.4,10.7,29.5,5.4,0.9,6.3,0.136,5.0,-1.3,3.7,3.2,16.2,0.181,0.09,0.129,0.215,0.8,18.099999999999998,0.385,0.1
2,2,6,2007,Slasher,Perimeter Defender,Tony Allen,SG,BOS,33.0,18.0,4.0,7.8,1.0,0.242,6.8,0.553,0.529,3.2,4.1,0.784,1.1,2.7,3.8,0.7,1.7,1.5,0.4,2.3,2.6,11.5,17.0,0.596,0.127,0.517,5.1,13.6,9.2,12.5,3.2,1.2,19.1,22.1,0.8,1.1,1.9,0.111,-0.2,1.2,1.0,0.6,7.7,0.548,0.124,0.062,0.139,6.6000000000000005,36.4,0.127,0.18
3,3,7,2007,No significant offensive role,Perimeter Defender,Rafer Alston,PG,HOU,82.0,82.0,4.7,12.4,6.5,0.363,6.0,0.389,0.47,1.6,2.2,0.734,0.4,3.1,3.4,2.6,5.4,1.6,0.1,2.1,2.4,13.3,12.9,0.496,0.519,0.174,1.1,9.5,5.3,24.1,2.2,0.3,13.4,19.4,1.7,4.9,6.6,0.104,-0.7,1.3,0.6,2.0,16.4,0.22,0.113,0.043,0.106,0.0,17.4,0.518,0.17
4,4,13,2007,No significant offensive role,No significant defensive role,Carmelo Anthony,SF,DEN,65.0,65.0,10.6,22.4,2.3,0.268,20.1,0.499,0.489,7.1,8.7,0.808,2.2,3.8,6.0,1.1,3.8,1.2,0.4,3.6,3.1,28.9,22.1,0.552,0.103,0.391,6.6,11.1,8.9,19.2,1.5,0.7,12.1,33.4,5.2,2.1,7.3,0.14,3.2,-1.3,1.9,2.5,10.0,0.422,0.081,0.114,0.281,11.5,12.1,0.10199999999999998,0.13
5,5,15,2007,Creator/Facilitator,No significant defensive role,Gilbert Arenas,PG,WAS,74.0,73.0,8.7,20.9,7.9,0.351,13.0,0.459,0.484,8.2,9.7,0.844,0.8,3.7,4.6,1.9,6.0,1.9,0.2,3.2,3.4,28.4,24.0,0.565,0.377,0.464,2.3,11.1,6.6,27.2,2.4,0.3,11.2,31.4,9.3,1.5,10.8,0.177,5.5,-0.8,4.7,5.0,16.2,0.242,0.048,0.066,0.267,0.6,8.7,0.377,0.1
6,6,20,2007,Creator/Facilitator,No significant defensive role,Chucky Atkins,PG,MEM,75.0,23.0,4.1,9.5,4.1,0.379,5.5,0.474,0.515,3.4,4.1,0.81,0.2,1.6,1.9,2.7,4.6,0.7,0.1,1.7,1.8,13.2,17.4,0.58,0.428,0.435,1.0,7.0,4.0,27.9,1.2,0.1,13.0,21.4,5.1,-0.2,4.9,0.114,2.9,-2.5,0.4,1.2,15.5,0.291,0.059,0.059,0.164,0.0,17.0,0.42700000000000005,0.1
7,7,26,2007,Versatile Scorer,Perimeter Defender,Leandro Barbosa,SG,PHO,80.0,18.0,6.6,13.9,5.5,0.434,8.4,0.504,0.562,2.5,2.9,0.845,0.3,2.4,2.7,2.2,4.0,1.2,0.2,1.8,2.6,18.1,18.4,0.595,0.394,0.209,1.0,8.1,4.8,18.7,1.8,0.4,10.7,23.4,6.1,2.1,8.2,0.151,2.6,0.1,2.7,3.1,14.4,0.325,0.059,0.065,0.157,0.0,32.6,0.394,0.1
8,8,28,2007,No significant offensive role,No significant defensive role,Andrea Bargnani,PF,TOR,65.0,2.0,4.1,9.6,4.1,0.373,5.5,0.468,0.507,1.8,2.2,0.824,0.8,3.1,3.9,0.5,0.8,0.5,0.8,1.6,2.8,11.6,12.8,0.546,0.429,0.227,3.7,14.8,9.2,5.1,1.0,2.5,13.5,22.6,0.2,1.7,1.9,0.057,-1.1,-0.6,-1.8,0.1,17.1,0.19,0.05,0.11,0.221,4.6,2.6,0.42900000000000005,0.1
9,9,37,2007,Pure Shooter/Stretcher,No significant defensive role,Shane Battier,SF,HOU,82.0,82.0,3.6,8.0,4.5,0.421,3.4,0.48,0.567,1.1,1.4,0.779,0.8,3.3,4.1,2.3,2.1,1.0,0.7,0.9,2.3,10.1,12.0,0.589,0.57,0.173,2.6,10.4,6.5,9.2,1.4,1.5,9.3,12.1,4.4,4.6,9.0,0.144,0.3,2.0,2.3,3.2,16.7,0.159,0.165,0.055,0.05,0.2,55.800000000000004,0.571,0.2
10,10,38,2007,No significant offensive role,No significant defensive role,Charlie Bell,SG,MIL,82.0,64.0,5.2,11.9,4.4,0.352,7.5,0.488,0.503,1.6,2.0,0.78,0.7,2.2,2.9,2.3,3.0,1.2,0.0,1.3,2.6,13.5,13.1,0.53,0.371,0.172,2.3,7.6,4.9,13.6,1.8,0.1,9.0,18.3,3.6,0.4,4.0,0.068,-0.2,-1.1,-1.3,0.5,15.2,0.275,0.036,0.072,0.246,1.3,33.5,0.371,0.1
11,11,39,2007,Pure Shooter/Stretcher,No significant defensive role,Raja Bell,SG,PHO,78.0,78.0,5.3,12.2,6.4,0.413,5.8,0.452,0.539,1.5,1.9,0.776,0.6,2.6,3.2,2.3,2.5,0.6,0.3,1.1,3.0,14.7,12.0,0.562,0.522,0.16,2.0,7.7,5.0,9.5,0.9,0.5,7.5,17.0,4.2,1.6,5.8,0.095,0.5,-0.6,-0.1,1.4,19.2,0.12,0.033,0.061,0.264,0.4,37.5,0.522,0.2
12,12,40,2007,No significant offensive role,No significant defensive role,Mike Bibby,PG,SAC,82.0,82.0,5.7,14.2,5.9,0.36,8.4,0.435,0.478,3.5,4.2,0.83,0.5,2.7,3.2,2.0,4.7,1.1,0.1,2.4,1.7,17.1,16.0,0.532,0.413,0.298,1.6,9.6,5.5,24.3,1.6,0.2,13.0,24.5,2.9,1.5,4.4,0.076,1.8,-1.4,0.4,1.7,18.9,0.108,0.051,0.04,0.389,0.0,12.1,0.4119999999999999,0.2
13,13,41,2007,Paint Threat,Switchable Defender,Andris Biedriņš,C,GSW,82.0,63.0,4.2,7.1,0.0,,7.1,0.599,0.599,1.1,2.0,0.521,3.1,6.2,9.3,0.7,1.1,0.8,1.7,1.5,3.7,9.5,16.2,0.598,0.0,0.287,11.3,24.0,17.5,5.4,1.4,4.3,15.4,13.8,3.5,3.3,6.7,0.136,-1.0,0.6,-0.3,1.0,1.9,0.744,0.251,0.003,0.002,13.100000000000001,,0.0,0.3
14,14,42,2007,Creator/Facilitator,Perimeter Defender,Chauncey Billups,PG,DET,70.0,70.0,5.0,11.6,4.5,0.345,7.1,0.479,0.494,5.5,6.2,0.883,0.3,3.1,3.4,3.6,7.2,1.2,0.2,2.0,2.3,17.0,21.3,0.591,0.388,0.536,1.1,10.0,5.6,32.9,1.8,0.5,12.2,21.5,8.7,2.7,11.4,0.216,4.2,0.5,4.7,4.3,16.9,0.18,0.042,0.136,0.254,0.1,14.899999999999999,0.388,0.1
15,15,44,2007,No significant offensive role,No significant defensive role,Steve Blake,PG,TOT,82.0,42.0,2.5,6.2,2.5,0.322,3.7,0.472,0.476,0.5,0.8,0.672,0.3,1.8,2.1,3.1,5.0,0.7,0.1,1.6,1.5,6.4,9.9,0.491,0.409,0.126,1.1,7.5,4.3,26.1,1.4,0.3,19.4,13.0,1.0,1.1,2.1,0.045,-1.3,-0.7,-2.0,0.0,18.9,0.118,0.045,0.079,0.35,0.2,29.299999999999997,0.40800000000000003,0.2
16,16,49,2007,No significant offensive role,No significant defensive role,Mark Blount,C,MIN,82.0,81.0,5.2,10.2,0.4,0.29,9.9,0.517,0.514,1.8,2.4,0.754,1.7,4.5,6.2,0.4,0.8,0.5,0.7,1.9,2.9,12.3,12.7,0.546,0.037,0.232,6.6,16.9,11.9,4.5,0.9,1.8,14.7,19.8,0.6,2.2,2.8,0.052,-2.2,-0.9,-3.1,-0.7,11.9,0.281,0.104,0.147,0.431,6.0,32.300000000000004,0.03699999999999992,0.1
17,17,51,2007,Paint Threat,Rebounding Specialist,Andrew Bogut,C,MIL,66.0,66.0,5.3,9.5,0.1,0.2,9.5,0.556,0.554,1.7,2.9,0.577,2.5,6.3,8.8,1.3,3.0,0.7,0.5,2.3,3.3,12.3,15.5,0.566,0.008,0.308,8.7,21.9,15.2,13.9,1.1,1.2,17.4,17.3,2.6,1.4,4.0,0.085,0.2,-0.2,0.0,1.2,4.4,0.599,0.223,0.1,0.07,10.299999999999999,0.0,0.008000000000000007,0.2
18,18,55,2007,Slasher,Switchable Defender,Carlos Boozer,PF,UTA,74.0,74.0,8.7,15.6,0.0,,15.6,0.561,0.561,3.4,5.0,0.685,3.2,8.5,11.7,1.2,3.0,0.9,0.3,2.6,2.9,20.9,24.1,0.588,0.0,0.322,11.2,29.9,20.6,16.6,1.4,0.7,12.8,26.5,6.5,3.4,9.9,0.185,4.4,0.2,4.6,4.3,6.9,0.462,0.166,0.194,0.178,6.5,,0.0,0.2
19,19,56,2007,Slasher,Rebounding Specialist,Chris Bosh*,C,TOR,69.0,69.0,7.9,15.9,0.5,0.343,15.3,0.501,0.502,6.7,8.6,0.785,2.7,8.0,10.7,1.0,2.5,0.6,1.3,2.6,2.4,22.6,22.6,0.577,0.032,0.539,8.1,24.8,16.4,11.7,0.8,2.6,11.7,26.7,6.1,3.5,9.6,0.174,2.8,-0.1,2.7,3.1,9.7,0.348,0.158,0.157,0.304,9.3,5.7,0.03299999999999992,0.1
20,20,57,2007,No significant offensive role,No significant defensive role,Bruce Bowen,SF,SAS,82.0,82.0,2.3,5.7,2.8,0.384,2.9,0.426,0.5,0.5,0.9,0.589,0.3,2.4,2.7,1.7,1.4,0.8,0.3,0.8,2.1,6.2,7.1,0.511,0.497,0.156,1.2,9.4,5.5,7.0,1.3,0.7,11.5,10.9,0.4,3.6,4.1,0.079,-2.5,1.4,-1.1,0.6,18.2,0.122,0.049,0.075,0.257,0.2,84.1,0.497,0.2
21,21,58,2007,No significant offensive role,No significant defensive role,Earl Boykins,PG,TOT,66.0,23.0,4.9,11.7,3.6,0.397,8.0,0.43,0.482,3.3,3.7,0.898,0.7,1.4,2.1,2.4,4.4,0.8,0.0,1.8,1.4,14.6,16.2,0.548,0.311,0.319,2.8,5.1,4.0,22.7,1.4,0.1,12.0,21.6,4.1,0.4,4.5,0.105,2.1,-1.7,0.4,1.3,15.0,0.178,0.124,0.165,0.222,0.0,18.4,0.31100000000000005,0.1
22,22,62,2007,Versatile Scorer,No significant defensive role,Elton Brand,PF,LAC,80.0,80.0,8.1,15.1,0.0,1.0,15.1,0.532,0.533,4.4,5.8,0.761,3.4,6.0,9.3,1.2,2.9,1.0,2.2,2.5,3.0,20.5,23.1,0.581,0.001,0.381,10.5,18.3,14.5,14.7,1.3,4.5,12.5,24.3,7.2,4.3,11.5,0.18,3.4,0.8,4.2,4.8,9.1,0.265,0.226,0.339,0.168,5.1,0.0,0.0019999999999998908,0.1
23,23,67,2007,No significant offensive role,No significant defensive role,Devin Brown,SG,NOK,58.0,49.0,4.0,9.6,3.9,0.357,5.7,0.463,0.493,2.1,2.7,0.794,0.9,3.4,4.3,1.6,2.6,0.8,0.2,1.6,2.4,11.6,14.3,0.538,0.409,0.279,3.7,13.9,8.7,14.8,1.4,0.4,12.7,19.6,2.1,1.5,3.5,0.102,0.2,-0.1,0.1,0.9,14.3,0.286,0.119,0.061,0.124,2.3,20.3,0.41000000000000003,0.1
24,24,69,2007,Paint Threat,Perimeter Defender,Kwame Brown,C,LAL,41.0,28.0,3.5,5.9,0.0,0.0,5.9,0.593,0.591,1.4,3.3,0.44,2.0,4.0,6.0,0.9,1.8,1.0,1.2,1.9,3.0,8.4,13.7,0.573,0.004,0.554,8.4,16.7,12.6,10.2,1.8,3.3,20.2,15.0,0.7,1.2,1.9,0.08,-1.1,0.8,-0.3,0.5,1.7,0.76,0.223,0.008,0.004,16.900000000000002,0.0,0.0050000000000000044,0.3
25,25,72,2007,Creator/Facilitator,No significant defensive role,Kobe Bryant*,SG,LAL,77.0,77.0,10.6,22.8,5.2,0.344,17.6,0.497,0.502,8.7,10.0,0.868,1.0,4.7,5.7,1.6,5.4,1.4,0.5,3.3,2.7,31.6,26.1,0.58,0.227,0.437,2.8,13.5,8.2,25.5,1.8,0.9,10.9,33.6,10.8,2.2,13.0,0.199,6.4,-0.5,5.9,6.1,14.5,0.223,0.09,0.14,0.321,3.8,8.0,0.22599999999999998,0.1
26,26,75,2007,Versatile Scorer,No significant defensive role,Caron Butler,SF,WAS,63.0,63.0,7.2,15.5,1.1,0.25,14.3,0.48,0.472,4.5,5.2,0.863,2.3,5.1,7.4,1.3,3.7,2.1,0.3,2.9,3.0,19.1,18.3,0.537,0.074,0.336,6.6,15.3,10.8,15.9,2.8,0.5,13.9,23.1,3.4,1.9,5.3,0.103,1.1,-0.2,0.9,1.8,11.7,0.314,0.127,0.085,0.4,5.8999999999999995,20.8,0.07399999999999995,0.1
27,27,77,2007,No significant offensive role,No significant defensive role,Rasual Butler,SF,NOK,81.0,38.0,3.9,9.7,4.5,0.369,5.2,0.424,0.484,0.7,1.1,0.644,0.5,2.6,3.2,1.0,0.8,0.5,0.7,0.8,1.8,10.1,10.8,0.495,0.461,0.11,2.1,11.4,6.7,4.7,1.0,1.9,7.5,18.3,0.8,1.8,2.6,0.056,-0.5,-0.4,-0.9,0.6,18.0,0.117,0.055,0.127,0.241,1.6,25.6,0.45999999999999996,0.1
28,28,80,2007,No significant offensive role,Paint Protector,Marcus Camby,C,DEN,70.0,70.0,4.5,9.4,0.0,0.0,9.4,0.475,0.473,2.3,3.2,0.729,2.3,9.3,11.7,1.9,3.2,1.2,3.3,1.7,2.6,11.2,19.1,0.519,0.003,0.335,7.9,30.5,19.4,14.1,1.8,7.0,13.9,15.9,2.5,5.1,7.6,0.155,0.8,3.9,4.7,4.0,9.0,0.407,0.135,0.114,0.341,10.299999999999999,100.0,0.0029999999999998916,0.2
29,29,83,2007,No significant offensive role,No significant defensive role,Matt Carroll,SG,CHA,72.0,47.0,4.0,9.1,3.7,0.416,5.4,0.445,0.517,2.6,2.9,0.904,0.5,2.4,2.9,1.3,1.3,0.7,0.1,1.0,2.4,12.1,14.6,0.58,0.406,0.316,2.1,11.2,6.5,8.2,1.5,0.4,8.9,19.9,3.4,1.2,4.6,0.117,0.9,-0.6,0.3,1.1,16.9,0.16,0.064,0.082,0.289,0.2,50.9,0.405,0.1
30,30,85,2007,Creator/Facilitator,No significant defensive role,Vince Carter,SG,NJN,82.0,82.0,8.9,19.5,5.3,0.357,14.2,0.491,0.503,5.6,7.0,0.802,1.4,4.6,6.0,1.8,4.8,1.0,0.4,2.6,3.2,25.2,21.8,0.559,0.273,0.36,4.3,14.2,9.3,25.1,1.4,0.8,10.5,30.8,7.4,3.1,10.5,0.161,4.3,-0.4,3.9,4.6,12.9,0.331,0.109,0.064,0.223,5.7,11.899999999999999,0.273,0.1
31,31,86,2007,Creator/Facilitator,No significant defensive role,Sam Cassell,PG,LAC,58.0,30.0,4.5,10.8,1.9,0.294,8.9,0.444,0.443,2.8,3.1,0.879,0.5,2.4,2.9,2.8,4.7,0.5,0.1,1.7,2.2,12.3,17.1,0.506,0.174,0.291,2.3,11.8,7.1,35.3,1.1,0.4,12.5,26.5,1.7,1.0,2.8,0.095,1.4,-1.3,0.1,0.8,15.1,0.115,0.101,0.258,0.352,0.0,8.3,0.17399999999999993,0.1
32,32,88,2007,Paint Threat,Paint Protector,Tyson Chandler,C,NOK,73.0,73.0,4.0,6.4,0.0,0.0,6.4,0.625,0.624,1.5,2.8,0.527,4.4,8.0,12.4,0.5,0.9,0.5,1.8,1.7,3.3,9.5,17.0,0.62,0.002,0.429,14.3,27.3,20.7,4.1,0.8,4.1,18.5,12.3,4.1,3.8,7.9,0.15,-0.1,0.7,0.6,1.6,2.4,0.69,0.25,0.047,0.011,29.5,0.0,0.0020000000000000018,0.3
33,33,90,2007,Paint Threat,No significant defensive role,Josh Childress,SG,ATL,55.0,13.0,4.7,9.4,1.4,0.338,8.0,0.533,0.529,3.0,3.8,0.795,2.2,3.9,6.2,1.5,2.3,1.1,0.7,1.5,2.1,13.0,16.2,0.586,0.149,0.405,7.2,13.1,10.1,10.8,1.5,1.4,11.6,15.7,4.1,1.4,5.5,0.13,1.9,-0.2,1.7,1.9,7.3,0.616,0.052,0.05,0.133,10.6,68.8,0.1489999999999999,0.2
34,34,92,2007,No significant offensive role,Perimeter Defender,Speedy Claxton,PG,ATL,42.0,31.0,2.2,6.6,0.7,0.214,6.0,0.34,0.338,0.8,1.4,0.55,0.3,1.6,1.9,2.4,4.4,1.7,0.1,1.8,3.1,5.3,7.3,0.363,0.101,0.216,1.4,8.0,4.6,28.1,3.6,0.3,19.8,16.6,-1.8,1.0,-0.7,-0.034,-5.4,0.9,-4.5,-0.7,13.2,0.227,0.129,0.147,0.396,0.0,21.4,0.10099999999999998,0.1
35,35,96,2007,Slasher,Rebounding Specialist,Nick Collison,C,SEA,82.0,56.0,3.9,7.8,0.0,0.0,7.7,0.502,0.5,1.9,2.4,0.774,2.8,5.3,8.1,0.7,1.0,0.6,0.8,1.5,3.5,9.6,14.2,0.546,0.003,0.313,11.4,22.2,16.8,5.4,1.1,2.1,14.5,16.2,2.8,1.8,4.6,0.093,-1.4,-1.0,-2.4,-0.3,5.2,0.549,0.204,0.127,0.116,10.7,0.0,0.0040000000000000036,0.2
36,36,101,2007,Versatile Scorer,No significant defensive role,Jamal Crawford,SG,NYK,59.0,36.0,6.0,15.0,5.5,0.32,9.6,0.445,0.458,3.9,4.6,0.838,0.7,2.5,3.2,1.6,4.4,1.0,0.1,2.7,1.9,17.6,14.5,0.517,0.363,0.307,2.4,7.8,5.1,20.9,1.4,0.3,13.9,24.1,2.3,0.9,3.1,0.069,1.2,-1.7,-0.5,0.8,15.2,0.213,0.119,0.097,0.208,1.2,29.2,0.3630000000000001,0.1
37,37,103,2007,Paint Threat,No significant defensive role,Eddy Curry,C,NYK,81.0,81.0,7.2,12.5,0.0,1.0,12.5,0.575,0.576,5.0,8.1,0.615,2.4,4.6,7.0,0.2,0.8,0.4,0.5,3.6,3.3,19.5,17.0,0.603,0.001,0.649,8.2,15.5,11.9,4.6,0.6,1.1,18.4,25.5,3.1,1.6,4.7,0.079,-0.1,-1.8,-1.8,0.1,2.6,0.63,0.333,0.031,0.006,13.600000000000001,100.0,0.0,0.2
38,38,104,2007,Slasher,Switchable Defender,Samuel Dalembert,C,PHI,82.0,82.0,4.3,8.0,0.0,0.0,8.0,0.543,0.541,2.0,2.7,0.746,2.9,6.0,8.9,0.4,0.8,0.6,1.9,2.0,3.5,10.7,16.1,0.581,0.003,0.34,11.3,23.3,17.4,4.2,1.0,4.8,17.5,16.7,2.5,3.6,6.2,0.117,-1.2,0.7,-0.5,0.9,6.4,0.468,0.188,0.242,0.099,15.5,0.0,0.0030000000000000027,0.2
39,39,105,2007,Paint Threat,Rebounding Specialist,Erick Dampier,C,DAL,76.0,73.0,2.8,4.4,0.0,,4.4,0.626,0.626,1.6,2.5,0.623,2.9,4.6,7.4,0.4,0.6,0.3,1.1,1.4,3.1,7.1,14.9,0.642,0.0,0.572,14.0,21.5,17.8,3.5,0.7,3.3,20.4,12.8,3.3,3.1,6.4,0.16,-0.5,0.7,0.2,1.1,1.2,0.79,0.207,0.003,0.0,28.4,,0.0,0.3
40,40,108,2007,Creator/Facilitator,Perimeter Defender,Baron Davis,PG,GSW,63.0,62.0,7.2,16.3,4.4,0.304,11.9,0.489,0.48,4.4,5.9,0.745,0.8,3.6,4.4,2.6,8.1,2.1,0.5,3.1,2.9,20.1,21.0,0.53,0.272,0.358,2.5,11.3,6.8,36.9,2.9,1.0,13.9,26.5,4.1,2.3,6.4,0.139,3.1,0.5,3.6,3.2,12.5,0.319,0.148,0.123,0.138,1.6,14.6,0.272,0.1
41,41,111,2007,Versatile Scorer,No significant defensive role,Ricky Davis,SF,MIN,81.0,81.0,6.2,13.4,3.8,0.397,9.6,0.492,0.521,3.0,3.5,0.839,0.7,3.2,3.9,1.8,4.8,1.0,0.3,2.6,2.3,17.0,15.9,0.566,0.285,0.262,2.2,10.1,6.2,21.9,1.4,0.6,14.7,21.9,3.9,1.9,5.7,0.091,1.2,-0.7,0.5,1.8,16.3,0.18,0.046,0.129,0.36,3.5000000000000004,28.4,0.28500000000000003,0.1
